ID,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
5A44,Masculino,40,Branco,Pos graduacao,AC,5,Operacoes,Analista Junior
C829,Masculino,34,Branco,Ensino Superior,AC,3,Administrativo,Gerente
48ED,Masculino,31,Pardo,Ensino Superior,GO,6,Recursos Humanos,Gerente
95D5,Masculino,36,Pardo,Ensino Superior,MA,5,Administrativo,Gerente
D43C,Masculino,28,Branco,Ensino Superior,PR,5,TI,Gerente
37B8,Masculino,25,Pardo,Doutorado,RS,1,TI,Estagiario
E6A3,Masculino,21,Preto,Mestrado,ES,2,TI,Gerente
98AF,Masculino,32,Pardo,Mestrado,RJ,3,TI,Analista Pleno
B260,Masculino,39,Branco,Ensino Superior,AP,5,Recursos Humanos,Gerente
DB76,Feminino,22,Pardo,Ensino Superior,RJ,4,Administrativo,Analista Senior
EC05,Masculino,25,Branco,Pos graduacao,DF,8,Marketing,Analista Senior
911F,Masculino,22,Pardo,Mestrado,RJ,4,Contabilidade,Analista Pleno
73DD,Feminino,36,Pardo,Ensino Superior,MS,8,Vendas,Analista Senior
325A,Masculino,50,Branco,Ensino Superior,SP,4,Vendas,Analista Pleno
7134,Masculino,41,Pardo,Ensino Superior,RS,2,Marketing,Analista Senior
A565,Masculino,31,Pardo,Ensino Medio,AP,3,Compras,Analista Pleno
BE0A,Feminino,22,Branco,Pos graduacao,RJ,1,Contabilidade,Analista Senior
BD49,Masculino,26,Pardo,Doutorado,SE,9,Recursos Humanos,Analista Pleno
276F,Masculino,31,Pardo,Ensino Superior,SC,,Contabilidade,Gerente
91F7,Masculino,30,Pardo,Ensino Superior,CE,10,Desenvolvimento de Produtos,Gerente
304E,Masculino,19,Branco,Ensino Medio,CE,,Recursos Humanos,Analista Junior
2A94,Masculino,21,Pardo,Ensino Superior,RS,,Compras,Gerente
6321,Masculino,44,Branco,Ensino Superior,AL,6,TI,Gerente
8649,Feminino,22,Pardo,Pos graduacao,PE,,Vendas,Analista Pleno
6BDC,Masculino,46,Pardo,Mestrado,SP,4,TI,Gerente
83ED,Masculino,36,Pardo,Ensino Superior,SP,6,Vendas,Analista Junior
AB39,Feminino,29,Pardo,Ensino Superior,MS,0,Administrativo,Analista Senior
DE4F,Masculino,33,Branco,Mestrado,PE,9,Administrativo,Gerente
482F,Masculino,47,Pardo,Ensino Superior,SP,7,TI,Analista Junior
28BF,Masculino,31,Pardo,Ensino Superior,RS,8,TI,Analista Senior
8691,Masculino,34,Pardo,Ensino Superior,GO,7,Marketing,Analista Pleno
15E5,Masculino,47,Pardo,Ensino Superior,PR,7,TI,Gerente
089A,Masculino,39,Branco,Ensino Superior,AP,4,Contabilidade,Analista Senior
0D43,Masculino,41,Branco,Mestrado,MG,1,Vendas,Analista Pleno
438C,Feminino,20,Pardo,Ensino Superior,RS,,Desenvolvimento de Produtos,Analista Junior
3674,Masculino,31,Pardo,Ensino Superior,PA,7,Administrativo,Gerente
F445,Masculino,47,Branco,Ensino Superior,DF,6,Vendas,Analista Pleno
72CF,Masculino,32,Branco,Ensino Superior,SE,7,TI,Analista Pleno
546C,Masculino,26,Pardo,Ensino Superior,RJ,2,TI,Estagiario
CFBD,Masculino,32,Pardo,Ensino Superior,PR,2,Operacoes,Analista Junior
8887,Masculino,34,Branco,Pos graduacao,PB,5,Operacoes,Analista Junior
7396,Masculino,35,Branco,Pos graduacao,AP,10,Contabilidade,Analista Senior
79C1,Masculino,33,Pardo,Ensino Superior,RS,5,Contabilidade,Analista Junior
7352,Masculino,19,Branco,Ensino Superior,MS,4,Desenvolvimento de Produtos,Analista Pleno
7613,Masculino,39,Branco,Ensino Superior,AM,,Contabilidade,Analista Junior
1DD0,Masculino,38,Branco,Ensino Superior,GO,5,Operacoes,Analista Junior
798E,Masculino,27,Branco,Mestrado,PA,0,Marketing,Analista Junior
D7CA,Masculino,51,Branco,Ensino Superior,PR,6,Desenvolvimento de Produtos,Analista Pleno
B84D,Masculino,25,Preto,Ensino Superior,RJ,4,Compras,Analista Junior
8C94,Masculino,34,Pardo,Ensino Superior,MG,5,TI,Analista Pleno
2BEA,Feminino,27,Pardo,Ensino Superior,SP,9,Vendas,Analista Junior
07A0,Feminino,37,Branco,Ensino Superior,TO,12,TI,Analista Junior
8824,Feminino,27,Branco,Mestrado,SC,2,Contabilidade,Analista Pleno
B6F6,Masculino,40,Amarelo,Ensino Superior,MA,11,Marketing,Analista Junior
5F33,Masculino,48,Branco,Ensino Superior,PE,0,TI,Analista Pleno
CD43,Masculino,20,Branco,Ensino Superior,AC,6,Recursos Humanos,Analista Junior
AB0E,Masculino,22,Branco,Ensino Superior,PR,4,Compras,Analista Pleno
1B4F,Masculino,33,Pardo,Pos graduacao,TO,6,Recursos Humanos,Analista Pleno
AE8F,Masculino,30,Pardo,Ensino Superior,AL,8,Compras,Analista Pleno
50DE,Masculino,20,Pardo,Ensino Superior,RJ,5,TI,Analista Senior
763D,Masculino,21,Preto,Ensino Superior,GO,7,Desenvolvimento de Produtos,Analista Pleno
CEA3,Feminino,35,Pardo,Ensino Superior,PI,1,Compras,Gerente
935D,Masculino,39,Pardo,Ensino Superior,SP,0,Contabilidade,Analista Senior
2AA3,Masculino,20,Pardo,Ensino Superior,PR,,Recursos Humanos,Analista Pleno
D08A,Masculino,27,Branco,Ensino Medio,PE,3,Operacoes,Gerente
1FB9,Feminino,45,Branco,Ensino Superior,SC,5,Administrativo,Analista Senior
18C1,Masculino,19,Pardo,Ensino Superior,PI,0,Operacoes,Analista Junior
5367,Masculino,28,Branco,Pos graduacao,PR,2,TI,Analista Pleno
5825,Masculino,32,Preto,Ensino Superior,SP,1,Operacoes,Analista Junior
02B9,Masculino,37,Pardo,Ensino Medio,PB,5,Vendas,Analista Senior
AAC5,Masculino,36,Pardo,Ensino Superior,PR,2,TI,Analista Senior
F66B,Feminino,20,Preto,Ensino Superior,RJ,6,Marketing,Gerente
3A79,Masculino,26,Pardo,Pos graduacao,SP,,Vendas,Analista Senior
170D,Masculino,36,Branco,Ensino Superior,SE,7,Recursos Humanos,Analista Senior
2D34,Feminino,22,Pardo,Doutorado,PR,,Vendas,Analista Pleno
9EE2,Masculino,31,Branco,Ensino Superior,RJ,8,Operacoes,Analista Senior
9913,Masculino,37,Branco,Doutorado,SP,8,Operacoes,Analista Junior
CD8E,Masculino,18,Pardo,Ensino Superior,SP,,Administrativo,Analista Senior
EAC7,Masculino,22,Pardo,Doutorado,MA,,Marketing,Analista Pleno
868C,Feminino,29,Pardo,Pos graduacao,GO,5,Contabilidade,Analista Junior
6511,Masculino,30,Branco,Ensino Superior,BA,6,Desenvolvimento de Produtos,Analista Pleno
494C,Masculino,38,Pardo,Ensino Superior,CE,4,Vendas,Analista Junior
855D,Masculino,20,Preto,Doutorado,AM,2,Operacoes,Analista Senior
67B6,Feminino,26,Pardo,Doutorado,RN,8,Compras,Analista Junior
6DD4,Masculino,26,Pardo,Ensino Superior,AL,1,Administrativo,Analista Junior
A24A,Masculino,39,Preto,Ensino Superior,MT,5,TI,Analista Junior
43E0,Masculino,31,Branco,Pos graduacao,PB,7,Vendas,Analista Pleno
FCCC,Masculino,30,Pardo,Ensino Superior,RJ,4,Operacoes,Analista Pleno
6617,Masculino,27,Branco,Ensino Superior,TO,3,Contabilidade,Analista Junior
5267,Masculino,42,Branco,Ensino Superior,RO,4,Operacoes,Analista Junior
8B9E,Masculino,19,Branco,Mestrado,PE,3,Vendas,Analista Junior
1BB8,Feminino,28,Pardo,Ensino Superior,AL,5,Contabilidade,Analista Junior
0486,Masculino,33,Preto,Doutorado,MS,4,Compras,Analista Pleno
707E,Masculino,35,Pardo,Mestrado,RS,3,Marketing,Analista Senior
8ACF,Feminino,37,Amarelo,Ensino Superior,RJ,9,Recursos Humanos,Analista Senior
02D3,Masculino,21,Pardo,Ensino Superior,SC,4,Recursos Humanos,Analista Junior
DEFE,Masculino,21,Pardo,Ensino Superior,ES,6,Administrativo,Analista Junior
508D,Feminino,43,Branco,Ensino Superior,BA,3,Administrativo,Analista Pleno
D9AE,Masculino,45,Pardo,Ensino Superior,RJ,6,Vendas,Analista Senior
7865,Feminino,25,Branco,Doutorado,PI,7,Compras,Analista Pleno
6AA6,Masculino,18,Branco,Pos graduacao,RO,,Recursos Humanos,Analista Junior
8E2D,Masculino,37,Branco,Doutorado,SC,3,Vendas,Analista Junior
B1C1,Masculino,36,Branco,Ensino Superior,RJ,2,Marketing,Analista Pleno
AABF,Masculino,36,Pardo,Ensino Superior,CE,3,Administrativo,Analista Senior
9DE0,Masculino,36,Amarelo,Doutorado,RS,9,TI,Analista Senior
FF01,Masculino,33,Pardo,Doutorado,SP,2,Marketing,Analista Pleno
D51B,Masculino,20,Branco,Pos graduacao,RJ,,Desenvolvimento de Produtos,Gerente
D998,Feminino,35,Branco,Mestrado,PR,5,Marketing,Analista Junior
A02B,Masculino,43,Branco,Ensino Superior,AL,0,Vendas,Analista Junior
3D84,Feminino,34,Preto,Pos graduacao,MG,5,Marketing,Analista Pleno
0AB1,Feminino,38,Branco,Ensino Superior,PI,8,Desenvolvimento de Produtos,Analista Junior
96B6,Feminino,21,Branco,Ensino Superior,MG,0,Recursos Humanos,Analista Pleno
07BB,Feminino,28,Branco,Ensino Superior,PA,6,Administrativo,Analista Pleno
6FF2,Masculino,43,Branco,Pos graduacao,DF,12,Marketing,Analista Junior
B4A0,Masculino,25,Preto,Pos graduacao,TO,8,Desenvolvimento de Produtos,Analista Senior
031D,Masculino,19,Pardo,Ensino Superior,SC,2,Compras,Gerente
B5C4,Feminino,36,Pardo,Ensino Superior,SP,3,TI,Analista Pleno
6349,Masculino,35,Pardo,Mestrado,MG,2,Operacoes,Analista Junior
8254,Feminino,18,Pardo,Ensino Superior,PE,,Vendas,Analista Pleno
F9A1,Feminino,39,Pardo,Ensino Superior,SC,0,Operacoes,Analista Senior
2642,Masculino,18,Indigena,Ensino Superior,RR,,Compras,Gerente
477B,Masculino,33,Pardo,Ensino Medio,PR,5,Compras,Analista Junior
AEC0,Masculino,38,Branco,Ensino Superior,MT,6,Marketing,Gerente
07CA,Masculino,24,Preto,Ensino Superior,AP,4,Marketing,Analista Junior
CB59,Masculino,29,Branco,Mestrado,RO,,Operacoes,Analista Senior
0CB8,Masculino,29,Branco,Ensino Superior,CE,9,Operacoes,Analista Pleno
9120,Masculino,19,Pardo,Ensino Superior,PI,,TI,Analista Pleno
9CC3,Masculino,25,Indigena,Ensino Superior,PE,8,Operacoes,Analista Pleno
BE2D,Feminino,23,Branco,Ensino Superior,RR,0,Administrativo,Analista Pleno
E993,Masculino,28,Branco,Pos graduacao,DF,8,Desenvolvimento de Produtos,Gerente
B4D5,Masculino,31,Pardo,Ensino Superior,AL,6,Compras,Analista Senior
EDC3,Feminino,35,Branco,Ensino Superior,AL,2,Operacoes,Gerente
72CD,Masculino,41,Preto,Ensino Superior,PR,7,Vendas,Analista Junior
ED65,Feminino,33,Pardo,Ensino Superior,RS,6,Compras,Analista Senior
DE9B,Masculino,33,Branco,Pos graduacao,PB,1,Vendas,Analista Pleno
F4A9,Masculino,19,Branco,Mestrado,RS,,Vendas,Analista Junior
454C,Feminino,27,Pardo,Ensino Superior,SP,5,Desenvolvimento de Produtos,Analista Junior
9A09,Masculino,22,Pardo,Doutorado,RJ,5,Recursos Humanos,Analista Pleno
665D,Feminino,34,Branco,Ensino Superior,MS,2,Desenvolvimento de Produtos,Analista Pleno
AEE0,Masculino,44,Pardo,Ensino Superior,CE,6,Desenvolvimento de Produtos,Gerente
667A,Masculino,22,Branco,Pos graduacao,MG,4,Desenvolvimento de Produtos,Analista Senior
0F37,Masculino,23,Branco,Ensino Superior,SC,5,Vendas,Analista Junior
41C3,Feminino,19,Branco,Ensino Superior,PR,4,Recursos Humanos,Gerente
DBFC,Masculino,29,Branco,Mestrado,GO,5,Administrativo,Analista Senior
79ED,Masculino,40,Pardo,Ensino Superior,MS,3,Vendas,Analista Senior
10C9,Masculino,29,Pardo,Pos graduacao,CE,6,Administrativo,Analista Pleno
898C,Masculino,31,Branco,Ensino Superior,RR,9,Marketing,Gerente
5D40,Masculino,20,Pardo,Ensino Superior,AP,1,Vendas,Analista Junior
8314,Masculino,37,Preto,Ensino Superior,SP,7,Compras,Analista Junior
1F98,Masculino,21,Pardo,Ensino Superior,BA,,Desenvolvimento de Produtos,Analista Junior
4C7F,Masculino,51,Pardo,Ensino Superior,RJ,6,Operacoes,Analista Junior
B992,Masculino,36,Pardo,Ensino Superior,SP,8,Vendas,Analista Pleno
4A1F,Masculino,45,Pardo,Ensino Superior,SP,3,Compras,Gerente
AA01,Masculino,43,Pardo,Ensino Superior,MS,5,Marketing,Gerente
2D02,Masculino,44,Pardo,Mestrado,SC,6,Compras,Analista Senior
0D9C,Masculino,25,Branco,Ensino Superior,RO,5,Desenvolvimento de Produtos,Analista Junior
6A35,Masculino,20,Branco,Ensino Superior,RN,6,Contabilidade,Analista Junior
8715,Masculino,33,Pardo,Ensino Superior,MG,9,Compras,Analista Senior
2809,Masculino,23,Branco,Doutorado,PI,3,Operacoes,Analista Junior
2855,Masculino,27,Pardo,Ensino Superior,TO,12,Desenvolvimento de Produtos,Gerente
1240,Masculino,36,Branco,Ensino Superior,MG,1,TI,Analista Pleno
1960,Feminino,31,Branco,Ensino Superior,PE,11,Recursos Humanos,Analista Senior
9181,Masculino,42,Pardo,Ensino Medio,PE,,Desenvolvimento de Produtos,Analista Senior
7C1E,Masculino,26,Branco,Doutorado,SP,,Marketing,Analista Senior
BBAC,Masculino,35,Pardo,Pos graduacao,MG,5,Vendas,Analista Junior
CBFF,Masculino,19,Branco,Ensino Superior,MG,2,Desenvolvimento de Produtos,Gerente
D566,Masculino,21,Branco,Ensino Superior,RS,0,Desenvolvimento de Produtos,Gerente
B033,Feminino,22,Preto,Ensino Superior,MG,4,Contabilidade,Analista Pleno
EDE8,Masculino,38,Pardo,Pos graduacao,MS,8,Operacoes,Gerente
AD5D,Masculino,26,Branco,Mestrado,SC,3,Contabilidade,Analista Pleno
5A2A,Masculino,30,Branco,Pos graduacao,RJ,6,Operacoes,Analista Senior
B1E4,Masculino,29,Pardo,Ensino Superior,MA,4,Vendas,Analista Senior
3429,Masculino,38,Pardo,Pos graduacao,RR,1,Administrativo,Analista Pleno
4C0A,Masculino,19,Preto,Ensino Superior,RO,,Operacoes,Estagiario
10C0,Feminino,25,Pardo,Mestrado,PE,11,TI,Analista Pleno
78FE,Masculino,20,Pardo,Ensino Superior,AL,,Administrativo,Estagiario
2899,Feminino,22,Pardo,Ensino Superior,RS,7,Operacoes,Analista Junior
20F9,Masculino,18,Pardo,Ensino Medio,RR,2,Operacoes,Analista Senior
04F4,Masculino,45,Pardo,Ensino Superior,RN,7,Recursos Humanos,Analista Senior
2DCA,Feminino,37,Pardo,Ensino Superior,AL,7,Recursos Humanos,Analista Pleno
4D31,Masculino,24,Pardo,Ensino Superior,PB,,Recursos Humanos,Analista Junior
B8EF,Masculino,19,Pardo,Ensino Superior,MA,,Administrativo,Analista Pleno
911F,Feminino,22,Branco,Mestrado,RN,8,Operacoes,Analista Junior
9CDB,Masculino,37,Branco,Ensino Superior,AC,4,Recursos Humanos,Gerente
0BC0,Feminino,39,Pardo,Ensino Superior,MG,7,Desenvolvimento de Produtos,Analista Junior
F379,Masculino,41,Pardo,Ensino Superior,CE,7,Compras,Analista Pleno
C981,Masculino,25,Pardo,Ensino Superior,RR,3,Compras,Gerente
96D6,Feminino,19,Preto,Ensino Superior,RJ,1,TI,Analista Senior
68D3,Masculino,28,Pardo,Ensino Superior,PR,5,Compras,Analista Pleno
EFB5,Feminino,26,Branco,Ensino Superior,PI,0,Desenvolvimento de Produtos,Analista Pleno
2BDF,Feminino,22,Pardo,Pos graduacao,RJ,3,Desenvolvimento de Produtos,Analista Senior
C954,Masculino,31,Branco,Mestrado,MA,6,Contabilidade,Analista Junior
1059,Masculino,30,Branco,Ensino Superior,SP,8,Marketing,Analista Pleno
E6ED,Masculino,29,Pardo,Ensino Superior,RN,7,Recursos Humanos,Gerente
4067,Masculino,18,Pardo,Ensino Superior,RN,,Recursos Humanos,Gerente
0AF2,Feminino,37,Pardo,Doutorado,MG,7,Vendas,Gerente
D1FC,Masculino,50,Pardo,Mestrado,SC,0,Compras,Analista Pleno
345B,Masculino,54,Branco,Ensino Superior,AL,3,Recursos Humanos,Analista Pleno
B285,Feminino,34,Branco,Ensino Superior,PE,0,Recursos Humanos,Analista Junior
38EC,Feminino,34,Pardo,Doutorado,RN,10,Desenvolvimento de Produtos,Analista Junior
5AE7,Masculino,22,Branco,Ensino Medio,AP,6,Contabilidade,Analista Junior
2CAF,Masculino,30,Pardo,Ensino Superior,MG,2,Compras,Analista Pleno
AFF2,Masculino,38,Preto,Ensino Superior,MG,4,Operacoes,Analista Pleno
278B,Masculino,40,Branco,Doutorado,DF,,Marketing,Analista Pleno
6F65,Feminino,31,Preto,Ensino Superior,PR,5,TI,Analista Pleno
B7AF,Masculino,24,Branco,Ensino Superior,GO,2,Contabilidade,Analista Senior
F811,Masculino,21,Pardo,Ensino Superior,SP,,Vendas,Analista Pleno
722F,Masculino,34,Pardo,Pos graduacao,SP,7,Contabilidade,Analista Senior
4B8A,Feminino,20,Pardo,Ensino Medio,SP,3,Vendas,Analista Senior
B760,Masculino,20,Branco,Ensino Superior,RN,5,Marketing,Analista Junior
48C2,Masculino,35,Preto,Ensino Medio,PB,7,Recursos Humanos,Analista Junior
3CBF,Feminino,19,Branco,Ensino Superior,SC,,Contabilidade,Analista Pleno
F643,Masculino,27,Branco,Doutorado,PE,5,Administrativo,Analista Pleno
F904,Feminino,45,Pardo,Ensino Superior,MG,6,Vendas,Analista Junior
97FC,Feminino,41,Pardo,Pos graduacao,PA,1,TI,Estagiario
AF2C,Masculino,30,Branco,Pos graduacao,SC,8,Operacoes,Analista Pleno
282B,Masculino,28,Branco,Ensino Superior,SP,5,Marketing,Analista Pleno
B146,Masculino,33,Branco,Pos graduacao,SC,5,Compras,Gerente
9880,Masculino,23,Pardo,Ensino Superior,AP,7,TI,Analista Pleno
80C6,Masculino,48,Pardo,Ensino Superior,AL,6,Desenvolvimento de Produtos,Analista Junior
4D13,Feminino,36,Branco,Mestrado,MA,4,Operacoes,Analista Pleno
7291,Masculino,36,Pardo,Ensino Superior,BA,8,Administrativo,Analista Junior
B242,Feminino,20,Pardo,Ensino Superior,PA,2,TI,Analista Pleno
66A6,Masculino,36,Pardo,Ensino Superior,SC,9,Compras,Analista Pleno
B0E4,Masculino,26,Amarelo,Ensino Medio,RJ,4,Desenvolvimento de Produtos,Analista Pleno
85A7,Masculino,42,Pardo,Pos graduacao,MS,0,Vendas,Analista Senior
4F42,Feminino,18,Preto,Ensino Superior,AM,1,Recursos Humanos,Analista Senior
2328,Feminino,18,Pardo,Pos graduacao,RN,,Operacoes,Analista Pleno
2FB1,Masculino,25,Branco,Ensino Superior,MS,3,Vendas,Analista Senior
3395,Feminino,18,Branco,Ensino Superior,SP,,Compras,Analista Senior
F49A,Masculino,27,Pardo,Ensino Superior,PE,4,Recursos Humanos,Analista Senior
BFE9,Masculino,20,Pardo,Ensino Superior,MT,6,TI,Analista Junior
9D33,Feminino,29,Pardo,Ensino Superior,SC,4,Recursos Humanos,Gerente
CD83,Masculino,21,Branco,Ensino Superior,SC,4,Contabilidade,Analista Junior
DBB9,Masculino,20,Branco,Doutorado,PB,6,Contabilidade,Analista Junior
CC6E,Feminino,47,Branco,Ensino Superior,SP,,Vendas,Analista Junior
8185,Masculino,28,Branco,Ensino Superior,MG,4,Compras,Analista Pleno
E0A0,Feminino,19,Pardo,Doutorado,RS,,Desenvolvimento de Produtos,Analista Junior
4818,Feminino,26,Pardo,Mestrado,PI,12,Compras,Analista Pleno
7757,Masculino,56,Branco,Ensino Superior,AP,4,Marketing,Analista Pleno
C1E8,Feminino,27,Pardo,Ensino Superior,RS,7,Contabilidade,Analista Pleno
A5BF,Masculino,26,Pardo,Ensino Superior,SP,1,Operacoes,Analista Senior
1F1A,Feminino,41,Pardo,Mestrado,SP,5,Compras,Analista Senior
1CB4,Masculino,21,Pardo,Pos graduacao,AP,5,Recursos Humanos,Diretor
DEAB,Masculino,37,Branco,Ensino Superior,SP,4,Operacoes,Gerente
0DB1,Masculino,34,Branco,Ensino Superior,TO,7,Administrativo,Analista Junior
260B,Masculino,22,Pardo,Ensino Superior,RS,8,Desenvolvimento de Produtos,Gerente
0C31,Masculino,52,Branco,Ensino Superior,SP,5,Recursos Humanos,Diretor
674E,Masculino,43,Pardo,Ensino Superior,BA,4,Operacoes,Gerente
41AE,Feminino,32,Pardo,Ensino Superior,RR,5,Operacoes,Analista Junior
37B1,Feminino,37,Branco,Ensino Superior,SC,3,Administrativo,Analista Pleno
772E,Masculino,24,Branco,Mestrado,MG,2,Operacoes,Analista Junior
F21A,Masculino,30,Branco,Mestrado,RS,11,Administrativo,Analista Pleno
E97A,Feminino,62,Preto,Pos graduacao,PB,3,Administrativo,Analista Pleno
05FC,Masculino,37,Pardo,Ensino Superior,PR,10,Operacoes,Analista Junior
9A01,Masculino,46,Pardo,Ensino Superior,PA,7,TI,Analista Junior
A763,Masculino,41,Branco,Ensino Superior,PA,12,TI,Analista Junior
F0C7,Feminino,29,Preto,Ensino Superior,RS,5,Contabilidade,Gerente
623C,Masculino,38,Pardo,Ensino Superior,RJ,6,Desenvolvimento de Produtos,Analista Senior
4802,Feminino,33,Branco,Ensino Superior,DF,2,Vendas,Analista Pleno
CA89,Feminino,28,Preto,Ensino Superior,SP,3,TI,Analista Junior
226B,Masculino,31,Branco,Ensino Medio,SP,0,Operacoes,Analista Pleno
AB4E,Feminino,34,Branco,Mestrado,RJ,5,TI,Diretor
3EBE,Masculino,48,Branco,Mestrado,AP,5,Marketing,Analista Senior
8F39,Masculino,28,Branco,Pos graduacao,PA,8,TI,Analista Senior
2529,Feminino,31,Branco,Ensino Superior,MG,9,Operacoes,Analista Senior
AFC5,Masculino,45,Branco,Pos graduacao,PR,8,Administrativo,Analista Junior
F17C,Feminino,33,Preto,Ensino Superior,MG,3,Recursos Humanos,Analista Senior
704A,Masculino,35,Branco,Ensino Superior,PR,5,Administrativo,Gerente
8847,Masculino,44,Branco,Ensino Superior,RJ,9,Operacoes,Analista Pleno
2036,Feminino,34,Branco,Ensino Superior,MG,11,Marketing,Analista Junior
F5B0,Masculino,37,Pardo,Pos graduacao,AM,4,TI,Analista Junior
53A7,Feminino,37,Pardo,Ensino Superior,MS,6,Desenvolvimento de Produtos,Analista Pleno
ED4A,Feminino,18,Branco,Doutorado,SP,,Compras,Analista Pleno
6F69,Masculino,37,Branco,Ensino Superior,AC,4,Vendas,Analista Pleno
4B6D,Masculino,28,Pardo,Ensino Superior,PR,6,Administrativo,Analista Junior
3214,Masculino,40,Pardo,Ensino Superior,SE,5,Contabilidade,Analista Pleno
8A39,Feminino,32,Pardo,Ensino Superior,AC,9,Desenvolvimento de Produtos,Analista Junior
0D1F,Masculino,28,Pardo,Ensino Superior,AC,9,Contabilidade,Gerente
6509,Feminino,25,Branco,Ensino Superior,TO,,Vendas,Analista Junior
D6A9,Masculino,18,Branco,Ensino Superior,MG,,Vendas,Analista Pleno
E9DD,Masculino,28,Pardo,Pos graduacao,RO,5,Contabilidade,Analista Junior
49D4,Feminino,25,Branco,Ensino Superior,PA,5,Recursos Humanos,Analista Senior
F45E,Masculino,32,Pardo,Doutorado,RR,2,Contabilidade,Analista Pleno
1DF8,Masculino,34,Pardo,Ensino Superior,MA,6,Desenvolvimento de Produtos,Analista Pleno
6868,Masculino,35,Pardo,Doutorado,PR,3,Contabilidade,Analista Senior
563D,Feminino,31,Pardo,Mestrado,MG,,Compras,Analista Senior
E953,Masculino,19,Preto,Pos graduacao,GO,,Contabilidade,Analista Junior
75C5,Masculino,34,Branco,Ensino Superior,PE,5,Vendas,Analista Pleno
2813,Masculino,43,Pardo,Ensino Superior,PR,2,Administrativo,Analista Senior
EDF1,Masculino,18,Pardo,Ensino Medio,SP,,Vendas,Estagiario
A277,Masculino,20,Branco,Pos graduacao,RS,,Contabilidade,Analista Pleno
519A,Masculino,22,Branco,Mestrado,SE,8,Administrativo,Analista Pleno
74EB,Masculino,49,Branco,Ensino Superior,SC,3,Operacoes,Analista Junior
718A,Masculino,41,Branco,Mestrado,PR,10,Operacoes,Analista Senior
06BA,Masculino,25,Branco,Doutorado,BA,4,Marketing,Analista Pleno
D4A7,Masculino,38,Pardo,Mestrado,RS,1,Operacoes,Analista Junior
1AB1,Masculino,63,Pardo,Ensino Superior,SP,6,TI,Gerente
64C1,Masculino,37,Branco,Ensino Superior,SC,5,Recursos Humanos,Analista Senior
77AC,Masculino,20,Branco,Mestrado,MA,5,Administrativo,Analista Junior
2516,Masculino,18,Branco,Ensino Superior,RS,3,TI,Gerente
4790,Masculino,19,Branco,Ensino Superior,AP,5,Administrativo,Analista Pleno
D0E1,Feminino,35,Preto,Ensino Superior,MG,6,Contabilidade,Analista Junior
A628,Masculino,40,Branco,Ensino Superior,AP,8,Desenvolvimento de Produtos,Gerente
E580,Feminino,29,Branco,Ensino Superior,PI,13,Operacoes,Analista Senior
63FA,Masculino,45,Indigena,Pos graduacao,SP,3,Operacoes,Analista Junior
BE78,Masculino,44,Branco,Mestrado,RJ,12,Operacoes,Analista Junior
C17D,Masculino,40,Pardo,Ensino Medio,PR,6,Operacoes,Analista Pleno
5321,Masculino,25,Branco,Ensino Superior,RN,3,Marketing,Analista Pleno
CC87,Masculino,35,Branco,Pos graduacao,TO,1,Operacoes,Analista Senior
ED88,Masculino,34,Pardo,Doutorado,SP,6,Contabilidade,Analista Senior
12C0,Masculino,30,Preto,Ensino Superior,CE,4,TI,Analista Senior
66E7,Masculino,34,Branco,Mestrado,MG,,Recursos Humanos,Estagiario
90DC,Masculino,32,Pardo,Mestrado,MG,5,Vendas,Analista Junior
3136,Masculino,24,Branco,Ensino Superior,RS,10,Operacoes,Analista Junior
9978,Feminino,23,Branco,Pos graduacao,MG,5,TI,Analista Junior
1612,Masculino,,Pardo,Mestrado,AM,11,Desenvolvimento de Produtos,Analista Junior
EFFF,Masculino,35,Pardo,Ensino Superior,RJ,7,Operacoes,Analista Senior
E4C1,Feminino,35,Branco,Ensino Superior,AP,7,TI,Analista Senior
4A0D,Masculino,,Pardo,Ensino Superior,RJ,3,Contabilidade,Analista Pleno
2997,Masculino,36,Branco,Ensino Superior,MA,7,Desenvolvimento de Produtos,Analista Pleno
F12F,Feminino,,Pardo,Ensino Superior,PA,11,Contabilidade,Analista Junior
25E1,Feminino,25,Pardo,Ensino Superior,PR,7,Vendas,Analista Junior
F223,Feminino,18,Branco,Mestrado,SP,,Vendas,Analista Junior
376F,Masculino,48,Pardo,Ensino Superior,RJ,0,Marketing,Analista Junior
5A79,Feminino,27,Pardo,Ensino Superior,RJ,7,Administrativo,Analista Junior
B17C,Masculino,34,Branco,Doutorado,RN,6,Marketing,Gerente
CDED,Masculino,31,Branco,Ensino Superior,MA,6,Vendas,Gerente
A601,Feminino,25,Pardo,Mestrado,PB,8,Compras,Gerente
A9C0,Masculino,32,Pardo,Ensino Superior,SP,7,Recursos Humanos,Analista Senior
2707,Masculino,36,Branco,Ensino Superior,MG,4,Operacoes,Analista Junior
FFE7,Masculino,31,Preto,Ensino Superior,RJ,5,Recursos Humanos,Analista Senior
005C,Masculino,27,Pardo,Ensino Superior,PE,3,Operacoes,Analista Senior
167C,Masculino,,Pardo,Mestrado,MG,5,Desenvolvimento de Produtos,Analista Junior
77C2,Masculino,26,Branco,Ensino Superior,DF,7,Desenvolvimento de Produtos,Analista Junior
34AA,Masculino,18,Branco,Doutorado,SC,,TI,Analista Junior
