,ID,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
9354,5ADC,Feminino,38,Pardo,Ensino Superior,RJ,7,TI,Analista Pleno
9355,C674,Masculino,30,Branco,Pos graduacao,MG,9,TI,Analista Pleno
9356,E339,Feminino,22,Pardo,Mestrado,TO,,TI,Analista Junior
9357,5C97,Masculino,21,Pardo,Ensino Superior,RS,6,Contabilidade,Analista Senior
9358,71FF,Masculino,21,Pardo,Ensino Superior,SP,,Administrativo,Analista Junior
9359,EBBA,Masculino,31,Pardo,Ensino Superior,SP,1,Operacoes,Analista Junior
9360,B93E,Masculino,38,Pardo,Pos graduacao,TO,3,Vendas,Analista Pleno
9361,107E,Masculino,34,Branco,Ensino Superior,AC,6,TI,Gerente
9362,F3EE,Masculino,37,Branco,Ensino Superior,MG,3,Contabilidade,Analista Junior
9363,089A,Masculino,27,Branco,Ensino Superior,PA,5,TI,Analista Pleno
9364,CCE1,Masculino,55,Branco,Pos graduacao,RJ,7,Marketing,Analista Pleno
9365,B79E,Feminino,25,Branco,Pos graduacao,PR,6,Administrativo,Analista Junior
9366,A10B,Feminino,35,Pardo,Pos graduacao,RO,3,Operacoes,Gerente
9367,5A81,Feminino,27,Branco,Pos graduacao,SC,,Marketing,Gerente
9368,22EC,Masculino,34,Pardo,Ensino Superior,CE,6,Vendas,Gerente
9369,61A4,Masculino,28,Branco,Ensino Superior,RS,4,Marketing,Analista Pleno
9370,DA12,Feminino,25,Pardo,Ensino Superior,RS,10,Administrativo,Gerente
9371,3B1E,Masculino,22,Branco,Pos graduacao,RS,1,TI,Analista Senior
9372,B671,Masculino,37,Preto,Ensino Superior,RJ,5,Vendas,Analista Junior
9373,673D,Feminino,36,Branco,Ensino Superior,SP,1,Compras,Gerente
9374,00A7,Masculino,21,Preto,Ensino Medio,RR,,Operacoes,Analista Senior
9375,6A85,Masculino,23,Pardo,Mestrado,RS,4,Operacoes,Analista Pleno
9376,BE1B,Masculino,38,Pardo,Ensino Medio,MG,14,Operacoes,Gerente
9377,35B2,Masculino,21,Pardo,Doutorado,CE,4,Compras,Estagiario
9378,74CD,Masculino,22,Branco,Ensino Superior,RJ,4,Administrativo,Analista Pleno
9379,70EF,Feminino,21,Pardo,Doutorado,PB,3,Operacoes,Gerente
9380,B7D0,Masculino,20,Branco,Pos graduacao,AL,6,Administrativo,Estagiario
9381,9C3C,Masculino,28,Pardo,Ensino Superior,SP,7,Recursos Humanos,Analista Junior
9382,1306,Masculino,41,Branco,Mestrado,RJ,3,Desenvolvimento de Produtos,Analista Senior
9383,6E63,Masculino,32,Pardo,Ensino Superior,BA,3,Operacoes,Analista Senior
9384,5289,Feminino,39,Pardo,Ensino Superior,RS,6,Administrativo,Gerente
9385,BA77,Masculino,21,Branco,Pos graduacao,SP,,Compras,Analista Pleno
9386,713F,Masculino,29,Preto,Mestrado,MG,1,Recursos Humanos,Analista Pleno
9387,9E8B,Feminino,26,Pardo,Ensino Superior,SC,8,Recursos Humanos,Analista Senior
9388,405B,Masculino,23,Branco,Ensino Superior,RO,5,Vendas,Analista Junior
9389,A38B,Masculino,25,Branco,Ensino Superior,PA,11,Compras,Analista Junior
9390,AC4E,Masculino,34,Branco,Ensino Medio,SP,6,Recursos Humanos,Analista Senior
9391,7D5B,Masculino,22,Preto,Ensino Superior,MG,6,Administrativo,Analista Pleno
9392,ED1D,Masculino,29,Branco,Ensino Medio,SC,8,Contabilidade,Analista Senior
9393,5CB9,Masculino,49,Branco,Ensino Superior,RJ,8,Operacoes,Analista Senior
9394,4D1F,Masculino,36,Pardo,Ensino Medio,MG,8,Vendas,Analista Senior
9395,EED2,Masculino,33,Pardo,Ensino Superior,SP,8,Contabilidade,Analista Pleno
9396,77A3,Masculino,42,Branco,Ensino Superior,PI,6,Administrativo,Gerente
9397,C48E,Masculino,21,Pardo,Ensino Superior,PR,0,Recursos Humanos,Analista Senior
9398,6ED6,Masculino,33,Branco,Mestrado,RN,3,Compras,Gerente
9399,CC04,Masculino,40,Branco,Ensino Superior,GO,7,Contabilidade,Analista Junior
9400,4380,Masculino,28,Pardo,Ensino Superior,PI,7,Marketing,Analista Junior
9401,A6A8,Feminino,34,Branco,Pos graduacao,RO,8,Marketing,Gerente
9402,9AF0,Masculino,23,Amarelo,Ensino Superior,RR,6,Marketing,Analista Pleno
9403,B3EE,Feminino,39,Pardo,Pos graduacao,MT,1,Marketing,Analista Senior
9404,2673,Masculino,20,Branco,Mestrado,RJ,5,Vendas,Gerente
9405,9507,Feminino,35,Pardo,Ensino Superior,RJ,2,Marketing,Estagiario
9406,EAB3,Masculino,27,Pardo,Ensino Superior,RJ,6,Desenvolvimento de Produtos,Analista Pleno
9407,0235,Masculino,25,Branco,Ensino Superior,SP,4,Compras,Analista Senior
9408,2D92,Feminino,20,Branco,Doutorado,MG,3,Marketing,Analista Junior
9409,C5D7,Masculino,24,Branco,Pos graduacao,RS,,Desenvolvimento de Produtos,Analista Pleno
9410,A604,Masculino,19,Branco,Ensino Superior,PR,,Vendas,Analista Junior
9411,8F19,Masculino,39,Pardo,Mestrado,SC,5,TI,Analista Pleno
9412,9C32,Masculino,41,Pardo,Ensino Superior,RO,6,Operacoes,Analista Pleno
9413,2BE0,Feminino,35,Branco,Ensino Superior,BA,11,Compras,Analista Pleno
9414,9F10,Feminino,29,Branco,Ensino Superior,SP,3,Desenvolvimento de Produtos,Analista Senior
9415,DED7,Masculino,43,Pardo,Ensino Superior,GO,6,Recursos Humanos,Analista Junior
9416,D26B,Feminino,25,Branco,Pos graduacao,ES,5,Contabilidade,Analista Pleno
9417,8E71,Masculino,30,Branco,Pos graduacao,SC,7,Vendas,Gerente
9418,75F2,Masculino,28,Branco,Doutorado,MA,,Vendas,Estagiario
9419,BCAF,Masculino,23,Pardo,Mestrado,RS,7,Desenvolvimento de Produtos,Analista Senior
9420,CB01,Masculino,33,Pardo,Mestrado,DF,4,Administrativo,Analista Pleno
9421,0C24,Masculino,42,Pardo,Ensino Superior,SC,12,Recursos Humanos,Analista Junior
9422,CB8F,Masculino,36,Pardo,Ensino Superior,RJ,7,Recursos Humanos,Analista Senior
9423,FA88,Feminino,29,Branco,Mestrado,SC,0,TI,Analista Pleno
9424,B3C1,Masculino,21,Preto,Pos graduacao,PR,3,Recursos Humanos,Gerente
9425,4E96,Masculino,22,Preto,Pos graduacao,SE,6,Operacoes,Estagiario
9426,43EE,Feminino,23,Pardo,Ensino Superior,AP,6,Vendas,Analista Junior
9427,B90D,Masculino,32,Pardo,Ensino Superior,PI,13,Vendas,Gerente
9428,5187,Masculino,45,Branco,Ensino Superior,MS,,Marketing,Analista Pleno
9429,2051,Feminino,40,Branco,Ensino Superior,DF,10,Contabilidade,Gerente
9430,6975,Feminino,18,Pardo,Ensino Superior,MS,,Administrativo,Analista Junior
9431,BFD2,Masculino,21,Pardo,Ensino Superior,AL,2,Vendas,Estagiario
9432,5697,Masculino,27,Branco,Doutorado,SC,6,TI,Analista Senior
9433,2CDD,Masculino,18,Branco,Doutorado,SC,4,Contabilidade,Analista Pleno
9434,4E34,Masculino,56,Pardo,Ensino Superior,RR,6,Vendas,Gerente
9435,675F,Masculino,19,Branco,Ensino Superior,PB,1,Operacoes,Analista Senior
9436,D01C,Masculino,30,Pardo,Pos graduacao,RO,2,Operacoes,Analista Pleno
9437,8FFF,Feminino,25,Pardo,Ensino Superior,SP,9,Recursos Humanos,Analista Senior
9438,E93B,Feminino,36,Branco,Mestrado,PA,11,Operacoes,Analista Pleno
9439,41E4,Masculino,39,Pardo,Ensino Superior,AP,11,Operacoes,Estagiario
9440,AD7C,Masculino,46,Branco,Pos graduacao,SC,2,Vendas,Analista Pleno
9441,75D5,Masculino,28,Branco,Pos graduacao,SC,3,Compras,Analista Senior
9442,D265,Feminino,47,Branco,Ensino Superior,SC,3,TI,Estagiario
9443,F5E4,Masculino,29,Pardo,Ensino Superior,PB,10,Compras,Analista Pleno
9444,D93F,Masculino,28,Pardo,Ensino Superior,CE,4,Marketing,Analista Pleno
9445,FA22,Masculino,28,Branco,Ensino Superior,AM,6,Contabilidade,Gerente
9446,A6AA,Feminino,46,Pardo,Ensino Superior,SP,2,Contabilidade,Analista Junior
9447,8179,Masculino,24,Branco,Ensino Superior,RS,1,Desenvolvimento de Produtos,Analista Junior
9448,BF8E,Masculino,21,Branco,Doutorado,CE,5,Operacoes,Analista Junior
9449,13E0,Masculino,49,Pardo,Ensino Superior,AL,6,Marketing,Analista Senior
9450,ACF3,Masculino,40,Branco,Doutorado,SP,8,Desenvolvimento de Produtos,Analista Pleno
9451,C18D,Masculino,30,Branco,Ensino Superior,RS,10,Operacoes,Analista Senior
9452,F5FA,Masculino,23,Pardo,Ensino Superior,MS,3,Operacoes,Gerente
9453,51E5,Feminino,50,Branco,Ensino Superior,MT,6,TI,Analista Pleno
9454,08D8,Masculino,19,Pardo,Ensino Superior,RS,,Vendas,Analista Junior
9455,ACC2,Masculino,25,Pardo,Doutorado,SP,4,Recursos Humanos,Estagiario
9456,8CA3,Masculino,18,Pardo,Mestrado,AP,,Compras,Analista Junior
9457,BF47,Masculino,20,Pardo,Pos graduacao,PI,2,Operacoes,Analista Senior
9458,8EFE,Masculino,27,Branco,Mestrado,PR,6,Operacoes,Analista Senior
9459,3B45,Masculino,40,Pardo,Pos graduacao,CE,6,Operacoes,Analista Junior
9460,1299,Masculino,53,Pardo,Pos graduacao,PR,8,Vendas,Analista Pleno
9461,86C3,Masculino,38,Pardo,Ensino Superior,PE,10,Compras,Analista Pleno
9462,76F0,Masculino,43,Pardo,Pos graduacao,MA,,TI,Analista Pleno
9463,46A8,Masculino,20,Branco,Ensino Superior,SC,5,Contabilidade,Analista Pleno
9464,8F5C,Masculino,18,Branco,Ensino Superior,RS,,Administrativo,Gerente
9465,159C,Masculino,46,Preto,Ensino Superior,AP,9,Operacoes,Analista Junior
9466,8E06,Masculino,42,Branco,Mestrado,AP,3,Compras,Analista Pleno
9467,4CA4,Feminino,27,Branco,Doutorado,SP,5,TI,Analista Senior
9468,5F40,Masculino,34,Pardo,Mestrado,RJ,9,Recursos Humanos,Analista Junior
9469,D78F,Masculino,45,Pardo,Ensino Superior,SE,6,Recursos Humanos,Analista Pleno
9470,831C,Masculino,21,Branco,Ensino Superior,RN,,Contabilidade,Gerente
9471,B771,Masculino,40,Branco,Ensino Superior,MA,9,Administrativo,Estagiario
9472,5696,Masculino,36,Pardo,Pos graduacao,SP,5,Vendas,Analista Junior
9473,A112,Masculino,18,Branco,Doutorado,RR,,Marketing,Analista Senior
9474,091F,Masculino,25,Pardo,Doutorado,RN,7,Vendas,Gerente
9475,BC19,Feminino,21,Pardo,Ensino Superior,RS,,Marketing,Analista Pleno
9476,CABC,Masculino,31,Pardo,Ensino Medio,AM,4,Contabilidade,Analista Junior
9477,6E8D,Feminino,38,Pardo,Ensino Superior,AC,7,Compras,Analista Pleno
9478,A2B8,Masculino,22,Branco,Ensino Superior,SE,6,Marketing,Analista Junior
9479,A82A,Masculino,37,Pardo,Pos graduacao,MS,7,Vendas,Estagiario
9480,7C8C,Feminino,44,Pardo,Pos graduacao,DF,5,Desenvolvimento de Produtos,Analista Pleno
9481,9934,Masculino,48,Pardo,Doutorado,DF,0,Contabilidade,Gerente
9482,93C0,Masculino,49,Pardo,Mestrado,CE,8,Operacoes,Analista Junior
9483,642A,Masculino,38,Branco,Mestrado,TO,5,Compras,Analista Junior
9484,5076,Masculino,18,Pardo,Ensino Superior,PB,,Compras,Analista Pleno
9485,B693,Masculino,24,Branco,Ensino Superior,GO,10,Recursos Humanos,Analista Junior
9486,67F2,Masculino,25,Branco,Ensino Superior,RR,4,Contabilidade,Analista Pleno
9487,0DC1,Masculino,24,Pardo,Mestrado,RJ,,Administrativo,Analista Senior
9488,B232,Masculino,25,Pardo,Doutorado,ES,0,Marketing,Analista Pleno
9489,91E9,Masculino,30,Pardo,Mestrado,PI,6,Marketing,Analista Pleno
9490,6E88,Masculino,28,Preto,Ensino Superior,RR,9,Operacoes,Analista Pleno
9491,1546,Masculino,18,Branco,Ensino Superior,TO,2,TI,Gerente
9492,95E2,Masculino,51,Branco,Ensino Superior,PE,4,Compras,Analista Senior
9493,7641,Masculino,38,Branco,Ensino Superior,SC,5,Operacoes,Analista Senior
9494,10E3,Masculino,37,Branco,Doutorado,RS,4,Recursos Humanos,Analista Junior
9495,C078,Feminino,25,Branco,Mestrado,PE,7,Desenvolvimento de Produtos,Analista Junior
9496,9A69,Masculino,40,Pardo,Ensino Superior,PB,7,Desenvolvimento de Produtos,Analista Junior
9497,DE5B,Masculino,23,Preto,Ensino Superior,BA,4,Recursos Humanos,Analista Senior
9498,9835,Masculino,41,Pardo,Ensino Superior,SE,8,Operacoes,Analista Junior
9499,E3B5,Masculino,30,Pardo,Mestrado,PA,10,Contabilidade,Analista Junior
9500,D4AA,Feminino,26,Branco,Mestrado,SE,6,Operacoes,Analista Junior
9501,16AE,Feminino,19,Branco,Ensino Superior,MG,2,Recursos Humanos,Analista Junior
9502,B590,Masculino,18,Branco,Doutorado,PI,,Desenvolvimento de Produtos,Analista Senior
9503,5F91,Masculino,34,Branco,Ensino Medio,MG,9,Contabilidade,Gerente
9504,3998,Masculino,38,Branco,Ensino Medio,SP,9,Desenvolvimento de Produtos,Analista Junior
9505,3BC8,Masculino,32,Branco,Pos graduacao,PE,10,Compras,Analista Senior
9506,ADC9,Feminino,25,Branco,Ensino Superior,RS,5,Desenvolvimento de Produtos,Analista Pleno
9507,9EB3,Feminino,24,Branco,Ensino Superior,RJ,,Vendas,Estagiario
9508,B58D,Masculino,35,Pardo,Ensino Superior,MT,11,Compras,Estagiario
9509,3586,Feminino,24,Branco,Ensino Superior,MT,8,Contabilidade,Gerente
9510,A41F,Masculino,34,Pardo,Ensino Superior,RS,8,Desenvolvimento de Produtos,Analista Junior
9511,D012,Masculino,27,Branco,Mestrado,PB,5,Recursos Humanos,Analista Pleno
9512,490C,Feminino,18,Pardo,Mestrado,RS,,Compras,Analista Pleno
9513,74A9,Masculino,32,Pardo,Pos graduacao,RJ,5,Contabilidade,Analista Junior
9514,CFD2,Masculino,30,Branco,Ensino Superior,PR,4,Vendas,Gerente
9515,5E4B,Feminino,13,Branco,Não informado,MG,,Operacoes,Analista Junior
9516,BC6C,Feminino,20,Branco,Ensino Superior,AP,6,Compras,Analista Senior
9517,0880,Feminino,19,Pardo,Ensino Superior,PE,,Vendas,Gerente
9518,8761,Feminino,20,Branco,Ensino Superior,MG,0,Recursos Humanos,Gerente
9519,3668,Feminino,33,Pardo,Ensino Superior,RJ,3,Recursos Humanos,Gerente
9520,0525,Masculino,28,Pardo,Ensino Superior,SC,1,Compras,Analista Junior
9521,36F9,Feminino,39,Branco,Ensino Superior,SP,3,Administrativo,Analista Junior
9522,769E,Feminino,22,Pardo,Ensino Superior,SP,1,Compras,Analista Senior
9523,9A58,Masculino,33,Pardo,Ensino Superior,DF,4,TI,Analista Junior
9524,14A1,Feminino,22,Pardo,Ensino Superior,TO,7,Desenvolvimento de Produtos,Analista Pleno
9525,FDC3,Feminino,31,Pardo,Ensino Superior,MS,12,Marketing,Analista Junior
9526,4017,Masculino,33,Branco,Pos graduacao,RS,6,Compras,Gerente
9527,B0EF,Masculino,34,Pardo,Ensino Superior,PE,5,Recursos Humanos,Gerente
9528,AEF8,Masculino,38,Pardo,Ensino Superior,AP,6,TI,Analista Pleno
9529,6AE6,Feminino,28,Branco,Ensino Superior,SE,4,Recursos Humanos,Analista Junior
9530,AA48,Masculino,34,Branco,Pos graduacao,RJ,7,TI,Analista Junior
9531,8B1A,Masculino,18,Pardo,Ensino Superior,SP,,Desenvolvimento de Produtos,Gerente
9532,A5CF,Masculino,22,Pardo,Pos graduacao,AL,5,Vendas,Analista Junior
9533,6E27,Feminino,18,Branco,Ensino Superior,SE,1,Vendas,Analista Pleno
9534,9456,Masculino,43,Pardo,Ensino Superior,AC,8,Marketing,Analista Pleno
9535,07F0,Masculino,37,Branco,Mestrado,CE,8,Compras,Analista Senior
9536,D96E,Masculino,45,Pardo,Ensino Superior,CE,3,Recursos Humanos,Analista Junior
9537,6685,Masculino,19,Pardo,Ensino Medio,CE,,Vendas,Gerente
9538,DBA8,Masculino,35,Pardo,Ensino Superior,AP,8,Administrativo,Analista Junior
9539,52BA,Masculino,33,Pardo,Ensino Superior,PI,9,TI,Analista Senior
9540,4430,Feminino,19,Pardo,Mestrado,MT,,TI,Estagiario
9541,18D2,Masculino,23,Pardo,Ensino Superior,RR,3,Contabilidade,Analista Junior
9542,64A2,Masculino,44,Pardo,Mestrado,MG,4,Vendas,Gerente
9543,916D,Masculino,29,Branco,Ensino Superior,MG,0,Contabilidade,Analista Junior
9544,732B,Masculino,33,Pardo,Mestrado,RR,2,Recursos Humanos,Analista Junior
9545,6523,Masculino,35,Pardo,Pos graduacao,RS,5,Vendas,Analista Junior
9546,C214,Masculino,31,Branco,Ensino Superior,MG,2,Recursos Humanos,Estagiario
9547,9C96,Masculino,38,Preto,Ensino Superior,PB,7,Desenvolvimento de Produtos,Gerente
9548,27BB,Masculino,46,Pardo,Ensino Superior,BA,8,Compras,Analista Junior
9549,0389,Masculino,20,Pardo,Ensino Superior,AL,0,Recursos Humanos,Analista Pleno
9550,9B25,Masculino,39,Branco,Pos graduacao,RJ,6,Recursos Humanos,Analista Pleno
9551,7789,Masculino,20,Pardo,Ensino Superior,RJ,,Contabilidade,Analista Junior
9552,BDDA,Masculino,54,Pardo,Mestrado,RR,9,Compras,Analista Pleno
9553,3266,Feminino,29,Preto,Ensino Superior,MG,7,Vendas,Analista Junior
9554,19A0,Masculino,25,Branco,Mestrado,MA,7,Administrativo,Analista Pleno
9555,647F,Masculino,41,Branco,Ensino Superior,MS,7,Compras,Analista Pleno
9556,3824,Masculino,18,Branco,Ensino Superior,RS,,Recursos Humanos,Gerente
9557,5C9B,Masculino,23,Pardo,Ensino Superior,PR,1,TI,Analista Junior
9558,A96C,Masculino,35,Branco,Pos graduacao,AC,6,Recursos Humanos,Analista Junior
9559,5688,Masculino,29,Branco,Ensino Superior,PR,8,Operacoes,Gerente
9560,870B,Masculino,31,Preto,Mestrado,MG,9,Operacoes,Analista Senior
9561,BDF6,Masculino,31,Branco,Mestrado,AM,8,Compras,Analista Pleno
9562,0A44,Feminino,45,Branco,Ensino Superior,PR,5,Administrativo,Analista Senior
9563,59D4,Masculino,30,Branco,Ensino Superior,MG,4,Administrativo,Analista Senior
9564,AB93,Masculino,34,Pardo,Ensino Superior,AM,7,Contabilidade,Analista Junior
9565,3E99,Masculino,33,Pardo,Ensino Superior,SP,3,Compras,Gerente
9566,A486,Masculino,35,Branco,Ensino Superior,RJ,3,Compras,Analista Senior
9567,9C1E,Masculino,33,Pardo,Mestrado,SP,8,Contabilidade,Analista Junior
9568,C4BE,Masculino,18,Pardo,Mestrado,CE,,TI,Analista Senior
9569,E1BE,Feminino,47,Pardo,Ensino Superior,RS,6,Recursos Humanos,Analista Junior
9570,6BFE,Masculino,20,Pardo,Ensino Medio,SP,1,Operacoes,Gerente
9571,791C,Masculino,30,Branco,Pos graduacao,MG,,Marketing,Estagiario
9572,ED61,Masculino,26,Pardo,Ensino Superior,RS,5,Desenvolvimento de Produtos,Analista Senior
9573,90BB,Feminino,22,Preto,Pos graduacao,RJ,5,TI,Gerente
9574,B41B,Masculino,19,Pardo,Pos graduacao,AP,2,TI,Estagiario
9575,9088,Feminino,30,Pardo,Pos graduacao,RS,9,Recursos Humanos,Analista Senior
9576,9B6D,Feminino,31,Branco,Pos graduacao,MG,2,Operacoes,Analista Junior
9577,82E2,Masculino,28,Preto,Pos graduacao,RS,1,Operacoes,Analista Pleno
9578,BBB3,Masculino,28,Pardo,Ensino Superior,RR,8,Operacoes,Gerente
9579,75ED,Masculino,41,Pardo,Ensino Superior,BA,4,Administrativo,Analista Junior
9580,9137,Masculino,39,Branco,Ensino Superior,AM,2,Vendas,Analista Junior
9581,EF57,Feminino,36,Pardo,Ensino Superior,BA,5,Marketing,Gerente
9582,C026,Masculino,38,Branco,Ensino Superior,SP,4,Vendas,Gerente
9583,49B8,Masculino,27,Pardo,Ensino Superior,PB,8,Operacoes,Analista Junior
9584,229B,Masculino,25,Branco,Mestrado,PR,3,Compras,Analista Pleno
9585,F4E4,Feminino,31,Pardo,Ensino Superior,SC,6,Administrativo,Analista Junior
9586,9F28,Masculino,22,Preto,Ensino Superior,MG,8,Operacoes,Estagiario
9587,0282,Masculino,32,Branco,Ensino Superior,SC,7,Marketing,Analista Junior
9588,9BF9,Feminino,23,Pardo,Ensino Superior,SP,2,Vendas,Analista Senior
9589,B979,Masculino,27,Pardo,Doutorado,PB,7,Desenvolvimento de Produtos,Analista Junior
9590,4016,Feminino,,Pardo,Pos graduacao,SP,11,Administrativo,Estagiario
9591,2F67,Masculino,21,Branco,Ensino Superior,SE,1,Vendas,Analista Junior
9592,E033,Masculino,35,Pardo,Ensino Superior,RS,6,TI,Analista Pleno
9593,B10F,Masculino,42,Branco,Pos graduacao,MG,3,TI,Analista Pleno
9594,1846,Masculino,44,Branco,Ensino Superior,PI,6,Operacoes,Analista Junior
9595,61F4,Masculino,22,Branco,Ensino Superior,AL,6,Operacoes,Analista Junior
9596,EBA1,Masculino,20,Amarelo,Ensino Superior,SP,,Desenvolvimento de Produtos,Analista Junior
9597,EBA7,Masculino,22,Branco,Ensino Medio,PI,5,Marketing,Analista Senior
9598,2D1F,Masculino,36,Branco,Ensino Medio,AM,4,Vendas,Gerente
9599,7298,Masculino,36,Branco,Ensino Superior,MA,9,Contabilidade,Analista Pleno
9600,78BA,Feminino,26,Pardo,Mestrado,RJ,5,Contabilidade,Analista Junior
9601,AE99,Masculino,20,Pardo,Ensino Superior,RJ,1,Vendas,Analista Senior
9602,D08D,Masculino,49,Pardo,Ensino Superior,PR,6,Vendas,Analista Pleno
9603,A5A6,Feminino,32,Branco,Ensino Superior,RJ,9,Compras,Analista Senior
9604,769A,Masculino,18,Pardo,Mestrado,MS,3,Recursos Humanos,Gerente
9605,C8E8,Feminino,43,Branco,Pos graduacao,SP,7,Vendas,Gerente
9606,24C4,Masculino,39,Branco,Ensino Superior,MA,5,Desenvolvimento de Produtos,Analista Junior
9607,2641,Masculino,20,Pardo,Ensino Superior,SC,6,TI,Analista Pleno
9608,7BC7,Masculino,20,Pardo,Ensino Superior,PI,4,Marketing,Analista Pleno
9609,97A6,Masculino,18,Preto,Mestrado,BA,,Operacoes,Analista Senior
9610,3514,Masculino,45,Branco,Ensino Superior,RO,11,Marketing,Analista Junior
9611,2282,Masculino,34,Pardo,Ensino Superior,DF,7,Vendas,Analista Junior
9612,EAAF,Masculino,32,Pardo,Mestrado,AP,3,Marketing,Gerente
9613,1F09,Masculino,37,Branco,Ensino Superior,PR,6,Marketing,Diretor
9614,F103,Masculino,18,Branco,Ensino Superior,CE,,Vendas,Analista Pleno
9615,5FB0,Masculino,26,Branco,Ensino Superior,TO,10,TI,Analista Junior
9616,0A70,Masculino,22,Pardo,Ensino Medio,PR,2,Administrativo,Analista Pleno
9617,FB5F,Masculino,18,Branco,Mestrado,AL,,Administrativo,Analista Pleno
9618,6266,Masculino,30,Pardo,Ensino Superior,SP,6,Marketing,Gerente
9619,5B43,Masculino,24,Branco,Mestrado,RS,,TI,Analista Senior
9620,4920,Masculino,,Pardo,Ensino Superior,GO,8,Vendas,Analista Junior
9621,AB9C,Feminino,27,Branco,Ensino Superior,PI,5,Marketing,Analista Junior
9622,13AF,Masculino,32,Branco,Pos graduacao,AL,9,Compras,Analista Pleno
9623,E82C,Masculino,28,Branco,Ensino Superior,PE,4,Desenvolvimento de Produtos,Analista Junior
9624,BB14,Masculino,37,Pardo,Ensino Superior,SE,5,Compras,Gerente
9625,DFAB,Masculino,23,Pardo,Ensino Superior,PR,,Marketing,Analista Junior
9626,6B5E,Feminino,24,Pardo,Pos graduacao,RS,4,Desenvolvimento de Produtos,Gerente
9627,61E3,Masculino,18,Pardo,Ensino Medio,AP,2,Contabilidade,Analista Senior
9628,868A,Masculino,35,Pardo,Ensino Superior,SC,7,TI,Analista Junior
9629,80BD,Masculino,,Pardo,Ensino Superior,PR,9,Compras,Gerente
9630,FE31,Masculino,27,Branco,Ensino Superior,SC,1,Administrativo,Gerente
9631,2648,Feminino,23,Branco,Mestrado,AM,9,Marketing,Analista Senior
9632,FF75,Masculino,40,Branco,Ensino Superior,DF,5,Administrativo,Analista Junior
9633,292D,Masculino,21,Branco,Ensino Superior,PR,,Compras,Analista Pleno
9634,60D5,Masculino,44,Pardo,Mestrado,RJ,3,Marketing,Analista Senior
9635,311B,Masculino,24,Branco,Ensino Superior,PE,4,TI,Analista Pleno
9636,E385,Masculino,21,Branco,Ensino Superior,PI,5,Vendas,Estagiario
9637,1B0F,Masculino,34,Pardo,Ensino Superior,PE,8,Administrativo,Analista Junior
9638,B897,Masculino,25,Branco,Ensino Superior,SC,9,Administrativo,Gerente
9639,BA8E,Masculino,20,Pardo,Ensino Superior,RJ,,Operacoes,Estagiario
9640,165A,Masculino,33,Pardo,Ensino Superior,SC,9,Administrativo,Analista Junior
9641,CC38,Masculino,37,Branco,Ensino Superior,RO,12,Desenvolvimento de Produtos,Analista Pleno
9642,442F,Masculino,45,Branco,Pos graduacao,CE,2,Desenvolvimento de Produtos,Analista Senior
9643,1343,Masculino,25,Preto,Ensino Superior,AM,4,Vendas,Estagiario
9644,2891,Masculino,38,Branco,Ensino Superior,PR,6,Vendas,Analista Junior
9645,8527,Masculino,40,Pardo,Pos graduacao,AP,2,Operacoes,Analista Junior
9646,4382,Masculino,28,Pardo,Ensino Superior,MA,4,Administrativo,Analista Junior
9647,BACA,Masculino,36,Pardo,Mestrado,RS,4,Operacoes,Analista Junior
9648,1605,Masculino,22,Preto,Ensino Superior,RS,,Administrativo,Gerente
9649,6080,Feminino,40,Branco,Ensino Medio,SP,6,Vendas,Analista Pleno
9650,FF32,Masculino,19,Pardo,Ensino Superior,PR,4,Contabilidade,Analista Junior
9651,E6EA,Masculino,34,Branco,Doutorado,RR,4,Desenvolvimento de Produtos,Estagiario
9652,178C,Masculino,37,Pardo,Ensino Superior,PI,5,Operacoes,Analista Pleno
9653,387A,Feminino,31,Preto,Ensino Superior,RR,6,Contabilidade,Estagiario
9654,0660,Feminino,50,Pardo,Ensino Superior,SP,6,TI,Analista Pleno
9655,9B56,Masculino,32,Branco,Ensino Superior,SP,,Operacoes,Analista Pleno
9656,71F9,Masculino,48,Pardo,Ensino Superior,RN,10,TI,Analista Junior
9657,CF85,Masculino,18,Pardo,Ensino Superior,PB,4,Desenvolvimento de Produtos,Gerente
9658,5F38,Masculino,32,Pardo,Pos graduacao,SP,9,Operacoes,Analista Senior
9659,EB8A,Masculino,32,Branco,Ensino Medio,MT,7,Administrativo,Analista Pleno
9660,4F81,Masculino,30,Pardo,Pos graduacao,AL,2,TI,Gerente
9661,7B15,Feminino,27,Branco,Ensino Medio,PE,5,Marketing,Analista Junior
9662,E5D0,Masculino,22,Pardo,Ensino Superior,PR,0,Desenvolvimento de Produtos,Analista Junior
9663,323E,Masculino,21,Branco,Ensino Superior,TO,,Recursos Humanos,Analista Junior
9664,5AD0,Feminino,43,Branco,Mestrado,AL,9,Marketing,Analista Pleno
9665,3DFF,Masculino,51,Branco,Pos graduacao,RS,9,TI,Analista Pleno
9666,93AD,Masculino,28,Pardo,Mestrado,AL,5,Contabilidade,Analista Senior
9667,0E06,Feminino,28,Pardo,Ensino Superior,PR,4,TI,Analista Senior
9668,FDD4,Feminino,21,Branco,Ensino Superior,AP,5,Compras,Analista Senior
9669,4BBD,Masculino,34,Pardo,Ensino Superior,AP,13,Marketing,Analista Junior
